jpc,mass,merr
2,10.790,150
1,10.790,150
7,10.790,150
2,10.980,150
1,10.980,150
7,10.980,150
5,10.840,150
3,10.840,150
5,11.060,150
3,11.060,150
4,11.060,150
3,11.060,150
4,11.350,150
3,11.350,150
6,10.900,150
3,10.900,150
6,11.090,150
3,11.090,150
8,10.950,150
7,10.950,150
8,11.160,150
7,11.160,150

